,Region,Census year,Mean rent per person,Cost of living proportion (Youth Allowance),Cost of living proportion (Newstart)
478,Ringwood North,2011,102.5264797507788,0.9076509918888696,0.7507116911013026
479,Ringwood North,2016,111.6,0.9287485344148232,0.7846958329273442
857,Ringwood North,2021,139.70638229879083,0.955543256753437,0.8107416914066375
480,Rockbank - Mount Cottrell,2011,121.025,0.9866538543668588,0.8160543977393147
481,Rockbank - Mount Cottrell,2016,131.57037037037037,1.005517790264172,0.8495578627768696
858,Rockbank - Mount Cottrell,2021,164.70627654262069,1.038000813175522,0.880703755698772
482,Romsey,2011,71.74750830564784,0.7762011885784661,0.6419904920722282
483,Romsey,2016,92.38636363636364,0.8548882835311036,0.7222916094591043
859,Romsey,2021,115.65380499441692,0.8762102511483646,0.743430688274076
484,Rosebud - McCrae,2011,85.15417106652586,0.8334579161500143,0.6893471249259125
485,Rosebud - McCrae,2016,102.47243346007603,0.8936607279300212,0.7550502889346067
860,Rosebud - McCrae,2021,128.28004448083144,0.9178555815123816,0.7787651488962218
486,Rowville - Central,2011,97.54328358208954,0.8863689241174014,0.7331094439494508
487,Rowville - Central,2016,118.04848484848485,0.953537528008476,0.805639952088359
861,Rowville - Central,2021,147.77891356662585,0.9821690174864386,0.8333326250342841
488,Rowville - North,2011,94.5441176470588,0.873560186406401,0.7225154279302677
489,Rowville - North,2016,107.84732824427482,0.914322671859899,0.7725074807375193
862,Rowville - North,2021,135.0086027741742,0.9400484943983843,0.7975949816675506
490,Rowville - South,2011,107.03187250996017,0.9268924728164004,0.7666261833626287
491,Rowville - South,2016,114.85714285714286,0.94126950566876,0.7952747502586731
863,Rowville - South,2021,143.7838343167279,0.9689919828379633,0.822152418085908
492,Roxburgh Park - Somerton,2011,92.61235216819972,0.865310066915224,0.7156918126746722
493,Roxburgh Park - Somerton,2016,101.24474187380495,0.888941287692179,0.7510628532066809
864,Roxburgh Park - Somerton,2021,126.74315962333506,0.9127864492746509,0.7744641852136932
494,Sandringham - Black Rock,2011,170.9580291970803,1.199906167828658,0.992433872119676
495,Sandringham - Black Rock,2016,196.039230199852,1.2533462632858017,1.0589471246219495
865,Sandringham - Black Rock,2021,245.4115738338816,1.3041924034298582,1.1065570790263524
496,Seabrook,2011,93.26717557251908,0.8681066648409954,0.7180048589633312
497,Seabrook,2016,100.60727272727271,0.8864907556740643,0.7489924087410202
866,Seabrook,2021,125.94514431608486,0.9101543424512586,0.7722309438372532
498,Seaford (Vic.),2011,98.93625498007968,0.892317979842322,0.7380298657014471
499,Seaford (Vic.),2016,113.51769268056228,0.9361204477696669,0.7909243323283065
867,Seaford (Vic.),2021,142.10704454576418,0.9634613999563442,0.8174599312851084
500,Seddon - Kingsville,2011,128.33748960931007,1.0178837907721976,0.841884456408725
501,Seddon - Kingsville,2016,156.42960812772134,1.1010806240133828,0.9302985096226618
868,Seddon - Kingsville,2021,195.82629602098095,1.140644477863288,0.9677929562482852
502,Skye - Sandhurst,2011,105.9578313253012,0.9223054935951364,0.7628323254161115
503,Skye - Sandhurst,2016,115.51546391752576,0.943800195735006,0.7974129199309032
869,Skye - Sandhurst,2021,144.60795307781396,0.9717101871062682,0.8244587098319894
504,Somerville,2011,88.82556879739978,0.8491375989639112,0.7023156792560925
505,Somerville,2016,106.75642343268242,0.9101290615744996,0.7689643165828135
870,Somerville,2021,133.6429543453219,0.9355441540489202,0.793773222173372
506,South Melbourne,2011,184.53178654292344,1.2578765173731516,1.0403807366404925
507,South Melbourne,2016,217.78070809248555,1.3369239360043268,1.1295615579995637
871,South Melbourne,2021,272.6286277963275,1.3939628536910715,1.1827238523971275
508,South Morang (North),2011,101.68020304568527,0.9040367416001934,0.747722370348588
509,South Morang (North),2016,103.5321252059308,0.8977343502640199,0.758492075760599
872,South Morang (North),2021,129.60661885507207,0.9222310432741463,0.7824775598669933
510,South Morang (South),2011,100.1463768115942,0.8974861277454375,0.7423044041384464
511,South Morang (South),2016,107.1870882740448,0.911784605201318,0.7703630786126371
873,South Morang (South),2021,134.18208182713207,0.937322366961202,0.7952819674174991
512,South Yarra - East,2011,205.53328628557983,1.3475690210787097,1.114564769641751
513,South Yarra - East,2016,246.27274150618445,1.4464518096610777,1.2221012098677595
874,South Yarra - East,2021,308.2963599877626,1.5116063129368624,1.2825398015525002
514,South Yarra - West,2011,229.49277456647405,1.4498944034442625,1.1991973668896998
515,South Yarra - West,2016,252.93276108726755,1.4720539761557174,1.243732375482372
875,South Yarra - West,2021,316.63370086332014,1.5391054994914661,1.3058718033870742
516,Southbank,2011,270.8938379102478,1.6267086820851924,1.3454392013784802
517,Southbank,2016,285.90946261682245,1.5988216219148614,1.3508378401923495
876,Southbank,2021,357.91556171315096,1.6752661302938832,1.4213988602100298
518,Springvale,2011,98.54411764705884,0.8906432528168219,0.7366447108691587
519,Springvale,2016,117.37971274685816,0.9509666624900848,0.8034678383411549
877,Springvale,2021,146.9417116768353,0.9794076609226555,0.8309897202256575
520,Springvale South,2011,91.01242236024844,0.8584771401249132,0.7100403474399449
521,Springvale South,2016,105.9808773903262,0.9071477401746256,0.7664454103424152
878,Springvale South,2021,132.67208757217017,0.9323419284336962,0.7910562569358451
522,St Albans - North,2011,87.89789964994166,0.8451757405506798,0.6990388542915636
523,St Albans - North,2016,101.87992667277726,0.8913830383177092,0.7531258783097121
879,St Albans - North,2021,127.53831527168278,0.9154091240387314,0.7766894238506802
524,St Albans - South,2011,86.4380664652568,0.8389411337401528,0.6938822552640649
525,St Albans - South,2016,97.6450980392157,0.8751036886201999,0.7393715224242935
880,St Albans - South,2021,122.23694799524714,0.8979235384179531,0.7618535771621787
526,St Kilda,2011,209.5282221551464,1.364630459770004,1.1286761644477088
527,St Kilda,2016,236.06388173063883,1.4072073413060098,1.1889437192849357
881,St Kilda,2021,295.51640598563785,1.4694539834940312,1.246775171717402
528,St Kilda East,2011,177.05917008196718,1.225962716557622,1.0139850585728265
529,St Kilda East,2016,199.8094997473472,1.267839774529945,1.0711926329122323
882,St Kilda East,2021,250.1313831418731,1.3197598269765098,1.1197654389910676
530,Strathmore,2011,113.8,0.9557975656630364,0.7905333804309431
531,Strathmore,2016,140.359375,1.039304111326811,0.8781037870668096
883,Strathmore,2021,175.70878586890092,1.0742905680323924,0.9114942165444218
532,Sunbury,2011,78.10408163265306,0.8033486296504507,0.6644439478369941
533,Sunbury,2016,93.1747572815534,0.8579189931441499,0.7248522435985365
884,Sunbury,2021,116.64075503023066,0.8794655244495296,0.7461926624322573
534,Sunbury - South,2011,90.33096506808762,0.855566795080451,0.7076332217170173
535,Sunbury - South,2016,104.38601398601398,0.901016833513422,0.7612654324142193
885,Sunbury - South,2021,130.67555892990137,0.9257567456500203,0.7854689826910362
536,Sunshine,2011,100.79651795429815,0.9002627288246772,0.744600911177316
537,Sunshine,2016,117.01537147736975,0.9495660771421368,0.8022844895169371
886,Sunshine,2021,146.48561131229786,0.9779032976971086,0.8297133259050972
538,Sunshine North,2011,89.68995633187772,0.8528291963778677,0.7053689732669648
539,Sunshine North,2016,102.38529088913282,0.8933257381326343,0.754767257426785
887,Sunshine North,2021,128.17095511406893,0.9174957702856966,0.7784598629131457
540,Sunshine West,2011,86.60341726618705,0.8396473084184798,0.6944663273266939
541,Sunshine West,2016,101.09157266091572,0.8883524810614324,0.7505653728958905
888,Sunshine West,2021,126.55141485082329,0.9121540143833741,0.7739275885396709
542,Surrey Hills (East) - Mont Albert,2011,151.2799442896936,1.1158656600029622,0.92292456478168
543,Surrey Hills (East) - Mont Albert,2016,173.2986536107711,1.1659278974792746,0.9850877053842968
889,Surrey Hills (East) - Mont Albert,2021,216.9437988639079,1.2102966797958603,1.026890169907532
544,Surrey Hills (West) - Canterbury,2011,156.91919191919192,1.139949570442844,0.9428441961115928
545,Surrey Hills (West) - Canterbury,2016,179.44454887218046,1.1895536889391296,1.005049039826498
890,Surrey Hills (West) - Canterbury,2021,224.63753356783965,1.2356730496820083,1.048421043468565
546,Sydenham,2011,101.890440386681,0.9049346162147384,0.7484649960674001
547,Sydenham,2016,112.56701030927836,0.9324658746776804,0.7878365984906245
891,Sydenham,2021,140.91693348118258,0.95953603734084,0.8141294121235888
548,Tarneit,2011,86.13674732695554,0.8376542700275701,0.6928178994240747
549,Tarneit,2016,95.70961820851689,0.8676633986526876,0.733085251903332
892,Tarneit,2021,119.8140189167596,0.8899319521637271,0.755073023680187
550,Taylors Hill,2011,92.6279069767442,0.8653764978720658,0.7157467572474185
551,Taylors Hill,2016,108.19089574155656,0.9156433995485288,0.773623358152446
893,Taylors Hill,2021,135.4386975064384,0.9414670828254643,0.7987985993715657
552,Taylors Lakes,2011,98.02552204176334,0.888428452025468,0.7348128648596373
553,Taylors Lakes,2016,106.27931769722814,0.9082949918205092,0.7674147185593171
894,Taylors Lakes,2021,133.04568986257706,0.9335741869240797,0.7921017808571148
554,Templestowe,2011,129.64492753623188,1.0234675530054749,0.8465027465073538
555,Templestowe,2016,145.40625,1.0587050954312185,0.8944955990775927
895,Templestowe,2021,182.02671282377733,1.095129088918572,0.9291748998104785
556,Templestowe Lower,2011,117.8206429780034,0.9729687934144924,0.8047355809890617
557,Templestowe Lower,2016,136.04172876304025,1.022706397689816,0.8640804467928166
896,Templestowe Lower,2021,170.30374343331283,1.0564630289536514,0.8963682355025756
558,The Basin,2011,82.26760563380282,0.8211300689037062,0.6791508499957711
559,The Basin,2016,93.88571428571429,0.8606520240863947,0.7271613702481871
897,The Basin,2021,117.53076606088754,0.8824010622586459,0.7486833533263957
560,Thomastown,2011,94.35672082717876,0.872759858326623,0.7218534822577843
561,Thomastown,2016,110.4854988399072,0.924464216041314,0.7810760298805002
898,Thomastown,2021,138.3111947974972,0.9509414872025238,0.8068372669833551
562,Thornbury,2011,149.74442846872753,1.1093078303170083,0.9175006304087866
563,Thornbury,2016,174.51063829787236,1.1705869579175134,0.98902412646683
899,Thornbury,2021,218.4610210506144,1.215300958327801,1.0311361077157692
564,Toorak,2011,203.86424581005588,1.3404409387574456,1.1086691833629667
565,Toorak,2016,224.4607122668174,1.3626029264298052,1.1512576318387002
900,Toorak,2021,280.9909863710294,1.4215445565282894,1.2061258661229084
566,Truganina,2011,87.58226600985222,0.8438277429419271,0.6979239350400996
567,Truganina,2016,98.76237623762376,0.8793986823673238,0.7430003450505822
901,Truganina,2021,123.63561193002222,0.9025367743457697,0.7657677303651258
568,Tullamarine,2011,109.65840220385677,0.9381097681138448,0.7759039286607445
569,Tullamarine,2016,122.52870813397128,0.9707602134813512,0.8201913285068411
902,Tullamarine,2021,153.38747796721825,1.000667836361358,0.8490281611575085
570,Upwey - Tecoma,2011,86.01928374655648,0.8371526104913793,0.6924029803834563
571,Upwey - Tecoma,2016,107.6831955922865,0.913691720038774,0.7719743921279889
903,Upwey - Tecoma,2021,134.80313342805957,0.9393707915235239,0.7970199768510211
572,Vermont,2011,106.03130755064456,0.9226192934044184,0.7630918670104011
573,Vermont,2016,121.09183673469389,0.9652366530251364,0.8155244948997821
904,Vermont,2021,151.58873150645076,0.9947350017528926,0.8439943792420299
574,Vermont South,2011,106.82749326145552,0.9260196167476212,0.7659042503053886
575,Vermont South,2016,123.07004830917872,0.9728412105605888,0.8219495544161185
905,Vermont South,2021,154.06515428864492,1.0029030271571644,0.8509246345548154
576,Viewbank - Yallambie,2011,99.02329594478,0.8926897114874225,0.7383373223058283
577,Viewbank - Yallambie,2016,117.9402390438247,0.9531214140497232,0.8052883791088529
906,Viewbank - Yallambie,2021,147.64340613142787,0.9817220711164071,0.832953408234368
578,Wallan,2011,93.31346578366448,0.8683043595287827,0.7181683708359747
579,Wallan,2016,93.85019206145968,0.8605154710494923,0.7270459971465772
907,Wallan,2021,117.48629758918666,0.8822543911776198,0.7485589085569191
580,Wandin - Seville,2011,81.38766519823788,0.8173720486792136,0.6760426181499041
581,Wandin - Seville,2016,92.90954773869346,0.8568994858004246,0.7239908660193363
908,Wandin - Seville,2021,116.30875264865294,0.8783704756127544,0.7452635556233029
582,Wantirna,2011,104.07142857142856,0.9142491077148348,0.7561689458545692
583,Wantirna,2016,115.42533936651584,0.9434537427355636,0.7971202032106137
909,Wantirna,2021,144.4951307213811,0.9713380632992433,0.8241429770981883
584,Wantirna South,2011,95.43707713125846,0.8773738079490004,0.7256696472315735
585,Wantirna South,2016,117.95523906408953,0.9531790764952413,0.8053370978729077
910,Wantirna South,2021,147.66218389635267,0.981784006122838,0.8330059577045424
586,Warrandyte - Wonga Park,2011,115.3154761904762,0.9622698107643656,0.7958865284015407
587,Warrandyte - Wonga Park,2016,116.24022346368714,0.9465862858273094,0.7997668760391281
911,Warrandyte - Wonga Park,2021,145.51524281106407,0.9747027155402281,0.8269977550787471
588,Watsonia,2011,94.3492586490939,0.8727279891056753,0.721827123451409
589,Watsonia,2016,114.04093567251462,0.938131876419992,0.7926237801569217
912,Watsonia,2021,142.7620659209332,0.9656218675756821,0.8192930049419542
590,Wattle Glen - Diamond Creek,2011,100.93409742120345,0.9008502986171404,0.7450868859809375
591,Wattle Glen - Diamond Creek,2016,111.65608465608466,0.9289641326852776,0.7848779910230429
913,Wattle Glen - Diamond Creek,2021,139.7765918364616,0.9557748300096034,0.8109381724053384
592,Werribee - East,2011,80.47762747138398,0.8134854899482553,0.6728280730179582
593,Werribee - East,2016,92.50689972401103,0.8553516432775714,0.7226831002111502
914,Werribee - East,2021,115.80469801181539,0.8767079440335617,0.7438529615397748
594,Werribee - South,2011,88.62627291242362,0.8482864527543182,0.7016117022692462
595,Werribee - South,2016,101.76778413736712,0.8909519447108891,0.7527616490869049
915,Werribee - South,2021,127.39792971680852,0.9149460880874994,0.7762965556601187
596,Werribee - West,2011,81.30428954423593,0.8170159707206317,0.675748108598502
597,Werribee - West,2016,94.28587443946188,0.8621903028791277,0.7284610556999639
916,Werribee - West,2021,118.03170627074599,0.8840533214728499,0.7500852317034323
598,West Footscray - Tottenham,2011,115.42877192982452,0.9627536704241918,0.7962867252907965
599,West Footscray - Tottenham,2016,142.33810068649885,1.046910645189993,0.8845305163743507
917,West Footscray - Tottenham,2021,178.18585224186194,1.082460716202523,0.9184262729423704
600,West Melbourne,2011,0.0,0.4697843262865684,0.3885552808194983
601,West Melbourne,2016,0.0,0.4997405193457243,0.4222287180486537
918,West Melbourne,2021,0.0,0.49474743143625177,0.4197741615011124
602,Wheelers Hill,2011,108.43072289156628,0.9328666363082052,0.7715673715703507
603,Wheelers Hill,2016,123.64020486555698,0.9750329823574568,0.8238013734306311
919,Wheelers Hill,2021,154.77890437677706,1.0052572006424363,0.8529220601865954
604,Whittlesea,2011,83.1504424778761,0.8249004590129236,0.6822693128854683
605,Whittlesea,2016,93.32417582417582,0.8584933816063807,0.7253375420577993
920,Whittlesea,2021,116.82780452878028,0.8800824728425888,0.7467161194083431
606,Williamstown,2011,131.89801505817934,1.0330899639469542,0.8544613742782738
607,Williamstown,2016,155.06153846153848,1.0958215482789262,0.9258551380737876
921,Williamstown,2021,194.1136789618849,1.1349957252564766,0.9630002069819215
608,Wollert,2011,88.0,0.8456117873158232,0.6993995054750971
609,Wollert,2016,107.76538461538462,0.9140076676163708,0.7722413349422996
922,Wollert,2021,134.90602169940107,0.9397101495766648,0.7973079091032256
610,Wyndham Vale,2011,83.28078078078077,0.8254571034840094,0.6827297095753472
611,Wyndham Vale,2016,88.75767030681227,0.8409390136152854,0.7105059284381183
923,Wyndham Vale,2021,111.1112277762863,0.8612273950765581,0.7307183113221103
612,Yarra - North,2011,162.61722080136406,1.1642845218935045,0.9629714616791384
613,Yarra - North,2016,196.7857695282289,1.2562160782986869,1.0613718195726685
924,Yarra - North,2021,246.34612857233415,1.3072748604724314,1.1091724252377577
614,Yarra Valley,2011,81.5420918367347,0.8180315688094585,0.67658810256706
615,Yarra Valley,2016,91.10106382978724,0.8499473882014617,0.7181170672311125
925,Yarra Valley,2021,114.04480332644087,0.8709032548656459,0.7389279061005523
616,Yarraville,2011,131.20696202531644,1.0301386377335744,0.8520203533214992
617,Yarraville,2016,162.73461091753774,1.125318049926145,0.9507766115091032
926,Yarraville,2021,203.71920937357083,1.1666778019149062,0.9898812301441808
